regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,4,1,0.25,4.0,0,0,256,1024,448,48.545,59.647,51.584,0.2737
pure,4,1,0.25,4.0,0,0,512,2048,896,57.568,81.185,63.169,0.2372
pure,4,1,0.25,4.0,0,0,1024,4096,1792,76.16,116.481,79.136,0.0738
pure,4,1,0.25,4.0,0,0,2048,8192,3584,110.367,183.076,109.824,-0.0075
pure,4,1,0.25,4.0,0,0,4096,16384,7168,165.311,320.993,168.542,0.0208
mixed,4,1,0.25,4.0,16,0,128,512,224,30.464,52.479,51.68,0.9637
mixed,4,1,0.25,4.0,16,0,256,1024,448,45.535,84.672,84.033,0.9837
mixed,4,1,0.25,4.0,16,0,512,2048,896,75.904,152.608,150.912,0.9779
mixed,4,1,0.25,4.0,16,0,1024,4096,1792,133.344,284.801,284.288,0.9966
mixed,4,1,0.25,4.0,16,0,2048,8192,3584,252.545,553.667,555.555,1.0063
mixed,4,1,0.25,4.0,16,0,4096,16384,7168,486.88,1090.18,1089.664,0.9991
mixed,4,1,0.25,4.0,16,512,128,512,224,52.447,52.638,52.48,0.1728
mixed,4,1,0.25,4.0,16,512,256,1024,448,52.289,85.216,84.129,0.967
mixed,4,1,0.25,4.0,16,512,512,2048,896,76.224,152.449,151.36,0.9857
mixed,4,1,0.25,4.0,16,512,1024,4096,1792,134.881,286.144,285.696,0.997
mixed,4,1,0.25,4.0,16,512,2048,8192,3584,252.897,552.931,555.328,1.008
mixed,4,1,0.25,4.0,16,512,4096,16384,7168,485.602,1091.362,1091.779,1.0007
mixed,4,1,0.25,4.0,16,1024,128,512,224,85.248,85.022,84.962,
mixed,4,1,0.25,4.0,16,1024,256,1024,448,84.927,85.728,85.374,0.5581
mixed,4,1,0.25,4.0,16,1024,512,2048,896,84.928,151.937,150.816,0.9833
mixed,4,1,0.25,4.0,16,1024,1024,4096,1792,134.817,286.528,285.568,0.9937
mixed,4,1,0.25,4.0,16,1024,2048,8192,3584,252.93,552.865,555.873,1.01
mixed,4,1,0.25,4.0,16,1024,4096,16384,7168,484.929,1090.819,1090.274,0.9991
mixed,4,1,0.25,4.0,16,2048,128,512,224,152.257,151.744,151.425,
mixed,4,1,0.25,4.0,16,2048,256,1024,448,152.162,153.027,151.584,-0.6682
mixed,4,1,0.25,4.0,16,2048,512,2048,896,152.896,153.922,151.937,-0.9347
mixed,4,1,0.25,4.0,16,2048,1024,4096,1792,153.217,286.848,287.489,1.0048
mixed,4,1,0.25,4.0,16,2048,2048,8192,3584,253.088,553.217,555.905,1.009
mixed,4,1,0.25,4.0,16,2048,4096,16384,7168,486.177,1089.219,1089.828,1.001
mixed,4,1,0.25,4.0,16,4096,128,512,224,288.16,287.904,286.752,
mixed,4,1,0.25,4.0,16,4096,256,1024,448,286.366,287.456,285.409,-0.878
mixed,4,1,0.25,4.0,16,4096,512,2048,896,287.489,287.553,286.464,-16.0156
mixed,4,1,0.25,4.0,16,4096,1024,4096,1792,286.498,287.106,286.53,0.0526
mixed,4,1,0.25,4.0,16,4096,2048,8192,3584,287.104,553.761,554.882,1.0042
mixed,4,1,0.25,4.0,16,4096,4096,16384,7168,485.953,1087.871,1091.778,1.0065
mixed,4,1,0.25,4.0,16,8192,128,512,224,559.168,558.402,559.584,
mixed,4,1,0.25,4.0,16,8192,256,1024,448,559.042,559.875,557.153,-2.2677
mixed,4,1,0.25,4.0,16,8192,512,2048,896,559.555,558.881,558.37,
mixed,4,1,0.25,4.0,16,8192,1024,4096,1792,557.762,557.089,558.528,
mixed,4,1,0.25,4.0,16,8192,2048,8192,3584,556.832,555.297,557.409,
mixed,4,1,0.25,4.0,16,8192,4096,16384,7168,555.361,1088.674,1089.283,1.0011
mixed,4,1,0.25,4.0,32,0,128,512,224,30.624,52.129,51.999,0.994
mixed,4,1,0.25,4.0,32,0,256,1024,448,45.535,85.344,84.353,0.9751
mixed,4,1,0.25,4.0,32,0,512,2048,896,75.966,152.225,150.88,0.9824
mixed,4,1,0.25,4.0,32,0,1024,4096,1792,133.984,285.891,286.049,1.001
mixed,4,1,0.25,4.0,32,0,2048,8192,3584,251.968,552.705,556.192,1.0116
mixed,4,1,0.25,4.0,32,0,4096,16384,7168,487.712,1093.44,1092.739,0.9988
mixed,4,1,0.25,4.0,32,512,128,512,224,52.639,53.025,52.576,-0.1632
mixed,4,1,0.25,4.0,32,512,256,1024,448,52.288,85.121,84.449,0.9795
mixed,4,1,0.25,4.0,32,512,512,2048,896,75.712,151.936,151.778,0.9979
mixed,4,1,0.25,4.0,32,512,1024,4096,1792,134.465,285.824,286.816,1.0066
mixed,4,1,0.25,4.0,32,512,2048,8192,3584,252.191,556.546,554.786,0.9942
mixed,4,1,0.25,4.0,32,512,4096,16384,7168,485.827,1091.233,1095.138,1.0065
mixed,4,1,0.25,4.0,32,1024,128,512,224,85.152,85.057,84.929,
mixed,4,1,0.25,4.0,32,1024,256,1024,448,85.091,86.208,85.121,0.0269
mixed,4,1,0.25,4.0,32,1024,512,2048,896,85.505,153.601,151.426,0.9681
mixed,4,1,0.25,4.0,32,1024,1024,4096,1792,134.687,286.848,285.696,0.9924
mixed,4,1,0.25,4.0,32,1024,2048,8192,3584,252.64,555.617,555.296,0.9989
mixed,4,1,0.25,4.0,32,1024,4096,16384,7168,485.344,1090.66,1092.93,1.0038
mixed,4,1,0.25,4.0,32,2048,128,512,224,152.031,152.736,151.808,-0.3163
mixed,4,1,0.25,4.0,32,2048,256,1024,448,153.152,153.6,151.84,-2.9286
mixed,4,1,0.25,4.0,32,2048,512,2048,896,153.697,153.855,152.256,-9.1203
mixed,4,1,0.25,4.0,32,2048,1024,4096,1792,153.12,286.4,285.825,0.9957
mixed,4,1,0.25,4.0,32,2048,2048,8192,3584,253.601,554.144,557.219,1.0102
mixed,4,1,0.25,4.0,32,2048,4096,16384,7168,487.234,1089.696,1093.985,1.0071
mixed,4,1,0.25,4.0,32,4096,128,512,224,287.808,286.785,288.066,
mixed,4,1,0.25,4.0,32,4096,256,1024,448,287.136,287.425,287.615,1.6574
mixed,4,1,0.25,4.0,32,4096,512,2048,896,287.841,286.754,286.624,
mixed,4,1,0.25,4.0,32,4096,1024,4096,1792,288.256,286.88,288.288,
mixed,4,1,0.25,4.0,32,4096,2048,8192,3584,286.721,553.281,556.386,1.0116
mixed,4,1,0.25,4.0,32,4096,4096,16384,7168,486.144,1092.002,1094.402,1.004
mixed,4,1,0.25,4.0,32,8192,128,512,224,559.968,559.97,557.056,-1456.0
mixed,4,1,0.25,4.0,32,8192,256,1024,448,559.552,559.743,560.323,4.0366
mixed,4,1,0.25,4.0,32,8192,512,2048,896,560.448,558.656,559.713,
mixed,4,1,0.25,4.0,32,8192,1024,4096,1792,557.409,557.409,556.896,-4512395720392.0
mixed,4,1,0.25,4.0,32,8192,2048,8192,3584,556.577,555.713,557.407,
mixed,4,1,0.25,4.0,32,8192,4096,16384,7168,555.202,1092.675,1093.537,1.0016
mixed,4,1,0.25,4.0,64,0,128,512,224,30.657,52.993,52.129,0.9613
mixed,4,1,0.25,4.0,64,0,256,1024,448,45.728,85.632,84.16,0.9631
mixed,4,1,0.25,4.0,64,0,512,2048,896,76.479,151.904,151.616,0.9962
mixed,4,1,0.25,4.0,64,0,1024,4096,1792,134.817,285.472,286.88,1.0093
mixed,4,1,0.25,4.0,64,0,2048,8192,3584,252.545,552.897,555.616,1.0091
mixed,4,1,0.25,4.0,64,0,4096,16384,7168,486.305,1092.803,1091.809,0.9984
mixed,4,1,0.25,4.0,64,512,128,512,224,53.408,54.051,53.536,0.1991
mixed,4,1,0.25,4.0,64,512,256,1024,448,53.536,85.856,84.768,0.9663
mixed,4,1,0.25,4.0,64,512,512,2048,896,76.48,153.089,151.264,0.9762
mixed,4,1,0.25,4.0,64,512,1024,4096,1792,134.624,286.114,285.986,0.9992
mixed,4,1,0.25,4.0,64,512,2048,8192,3584,252.865,553.762,555.361,1.0053
mixed,4,1,0.25,4.0,64,512,4096,16384,7168,486.72,1092.769,1092.323,0.9993
mixed,4,1,0.25,4.0,64,1024,128,512,224,86.047,87.2,86.496,0.3894
mixed,4,1,0.25,4.0,64,1024,256,1024,448,86.687,87.84,87.007,0.2775
mixed,4,1,0.25,4.0,64,1024,512,2048,896,87.519,152.321,151.648,0.9896
mixed,4,1,0.25,4.0,64,1024,1024,4096,1792,135.2,288.031,285.986,0.9866
mixed,4,1,0.25,4.0,64,1024,2048,8192,3584,252.801,554.818,555.969,1.0038
mixed,4,1,0.25,4.0,64,1024,4096,16384,7168,485.569,1092.706,1094.688,1.0033
mixed,4,1,0.25,4.0,64,2048,128,512,224,153.248,153.218,153.504,
mixed,4,1,0.25,4.0,64,2048,256,1024,448,153.185,153.534,153.025,-0.4585
mixed,4,1,0.25,4.0,64,2048,512,2048,896,153.695,155.169,153.184,-0.3467
mixed,4,1,0.25,4.0,64,2048,1024,4096,1792,154.848,286.786,287.392,1.0046
mixed,4,1,0.25,4.0,64,2048,2048,8192,3584,253.921,554.145,555.776,1.0054
mixed,4,1,0.25,4.0,64,2048,4096,16384,7168,487.234,1089.955,1093.473,1.0058
mixed,4,1,0.25,4.0,64,4096,128,512,224,288.545,289.12,287.711,-1.4504
mixed,4,1,0.25,4.0,64,4096,256,1024,448,289.761,289.184,289.346,
mixed,4,1,0.25,4.0,64,4096,512,2048,896,288.511,289.09,288.353,-0.2729
mixed,4,1,0.25,4.0,64,4096,1024,4096,1792,288.64,288.64,287.776,-15199648742375.0
mixed,4,1,0.25,4.0,64,4096,2048,8192,3584,287.841,554.852,556.098,1.0047
mixed,4,1,0.25,4.0,64,4096,4096,16384,7168,487.967,1095.555,1093.601,0.9968
mixed,4,1,0.25,4.0,64,8192,128,512,224,560.833,561.472,559.777,-1.6526
mixed,4,1,0.25,4.0,64,8192,256,1024,448,561.568,560.291,561.731,
mixed,4,1,0.25,4.0,64,8192,512,2048,896,560.801,562.015,559.487,-1.0824
mixed,4,1,0.25,4.0,64,8192,1024,4096,1792,560.673,558.624,558.339,
mixed,4,1,0.25,4.0,64,8192,2048,8192,3584,558.432,556.928,558.85,
mixed,4,1,0.25,4.0,64,8192,4096,16384,7168,556.353,1091.938,1094.147,1.0041
mixed,4,1,0.25,4.0,128,0,128,512,224,31.424,53.793,51.937,0.917
mixed,4,1,0.25,4.0,128,0,256,1024,448,46.144,85.921,84.16,0.9557
mixed,4,1,0.25,4.0,128,0,512,2048,896,77.344,152.993,151.808,0.9843
mixed,4,1,0.25,4.0,128,0,1024,4096,1792,134.72,286.56,285.921,0.9958
mixed,4,1,0.25,4.0,128,0,2048,8192,3584,253.6,553.6,555.683,1.0069
mixed,4,1,0.25,4.0,128,0,4096,16384,7168,487.97,1091.393,1090.083,0.9978
mixed,4,1,0.25,4.0,128,512,128,512,224,55.008,55.52,54.689,-0.623
mixed,4,1,0.25,4.0,128,512,256,1024,448,55.169,86.336,84.416,0.9384
mixed,4,1,0.25,4.0,128,512,512,2048,896,77.44,154.432,151.968,0.968
mixed,4,1,0.25,4.0,128,512,1024,4096,1792,135.613,287.52,287.104,0.9973
mixed,4,1,0.25,4.0,128,512,2048,8192,3584,253.538,555.586,555.33,0.9992
mixed,4,1,0.25,4.0,128,512,4096,16384,7168,486.273,1094.179,1094.979,1.0013
mixed,4,1,0.25,4.0,128,1024,128,512,224,87.776,87.809,87.518,-7.8182
mixed,4,1,0.25,4.0,128,1024,256,1024,448,88.256,88.832,87.489,-1.3316
mixed,4,1,0.25,4.0,128,1024,512,2048,896,87.648,154.368,151.999,0.9645
mixed,4,1,0.25,4.0,128,1024,1024,4096,1792,135.329,287.649,285.855,0.9882
mixed,4,1,0.25,4.0,128,1024,2048,8192,3584,254.816,555.263,554.017,0.9959
mixed,4,1,0.25,4.0,128,1024,4096,16384,7168,487.265,1091.33,1093.345,1.0033
mixed,4,1,0.25,4.0,128,2048,128,512,224,154.37,154.496,154.273,-0.7698
mixed,4,1,0.25,4.0,128,2048,256,1024,448,154.689,155.872,154.239,-0.3804
mixed,4,1,0.25,4.0,128,2048,512,2048,896,155.2,156.351,154.72,-0.417
mixed,4,1,0.25,4.0,128,2048,1024,4096,1792,155.872,287.906,286.209,0.9871
mixed,4,1,0.25,4.0,128,2048,2048,8192,3584,254.463,555.168,555.36,1.0006
mixed,4,1,0.25,4.0,128,2048,4096,16384,7168,487.713,1091.713,1092.383,1.0011
mixed,4,1,0.25,4.0,128,4096,128,512,224,287.456,288.768,287.521,0.0495
mixed,4,1,0.25,4.0,128,4096,256,1024,448,289.088,289.986,287.423,-1.8541
mixed,4,1,0.25,4.0,128,4096,512,2048,896,290.559,289.151,287.874,
mixed,4,1,0.25,4.0,128,4096,1024,4096,1792,288.224,290.143,288.928,0.3669
mixed,4,1,0.25,4.0,128,4096,2048,8192,3584,288.992,556.481,554.272,0.9917
mixed,4,1,0.25,4.0,128,4096,4096,16384,7168,488.032,1095.648,1093.857,0.9971
mixed,4,1,0.25,4.0,128,8192,128,512,224,556.386,555.875,556.736,
mixed,4,1,0.25,4.0,128,8192,256,1024,448,555.681,557.057,557.888,1.6039
mixed,4,1,0.25,4.0,128,8192,512,2048,896,558.369,557.153,556.288,
mixed,4,1,0.25,4.0,128,8192,1024,4096,1792,555.872,556.352,556.481,1.2688
mixed,4,1,0.25,4.0,128,8192,2048,8192,3584,557.281,556.835,557.507,
mixed,4,1,0.25,4.0,128,8192,4096,16384,7168,555.457,1094.912,1092.383,0.9953
mixed,4,1,0.25,4.0,256,0,128,512,224,34.497,55.617,54.626,0.9531
mixed,4,1,0.25,4.0,256,0,256,1024,448,48.736,86.338,86.08,0.9931
mixed,4,1,0.25,4.0,256,0,512,2048,896,78.848,154.015,152.384,0.9783
mixed,4,1,0.25,4.0,256,0,1024,4096,1792,136.641,286.593,286.017,0.9962
mixed,4,1,0.25,4.0,256,0,2048,8192,3584,254.496,554.4,555.906,1.005
mixed,4,1,0.25,4.0,256,0,4096,16384,7168,487.361,1093.092,1093.889,1.0013
mixed,4,1,0.25,4.0,256,512,128,512,224,65.568,65.92,65.6,0.0909
mixed,4,1,0.25,4.0,256,512,256,1024,448,65.826,88.224,86.273,0.9129
mixed,4,1,0.25,4.0,256,512,512,2048,896,79.584,155.423,153.921,0.9802
mixed,4,1,0.25,4.0,256,512,1024,4096,1792,136.736,288.288,286.625,0.989
mixed,4,1,0.25,4.0,256,512,2048,8192,3584,254.688,556.482,556.608,1.0004
mixed,4,1,0.25,4.0,256,512,4096,16384,7168,487.937,1091.649,1092.643,1.0016
mixed,4,1,0.25,4.0,256,1024,128,512,224,97.409,98.304,97.249,-0.1788
mixed,4,1,0.25,4.0,256,1024,256,1024,448,98.177,97.92,97.408,
mixed,4,1,0.25,4.0,256,1024,512,2048,896,98.239,156.415,153.375,0.9477
mixed,4,1,0.25,4.0,256,1024,1024,4096,1792,138.272,289.728,288.994,0.9952
mixed,4,1,0.25,4.0,256,1024,2048,8192,3584,255.936,557.536,556.0,0.9949
mixed,4,1,0.25,4.0,256,1024,4096,16384,7168,488.737,1093.154,1093.761,1.001
mixed,4,1,0.25,4.0,256,2048,128,512,224,161.024,161.537,161.024,0.0
mixed,4,1,0.25,4.0,256,2048,256,1024,448,162.591,165.057,162.242,-0.1415
mixed,4,1,0.25,4.0,256,2048,512,2048,896,162.303,165.92,162.943,0.1769
mixed,4,1,0.25,4.0,256,2048,1024,4096,1792,164.865,290.688,288.672,0.984
mixed,4,1,0.25,4.0,256,2048,2048,8192,3584,257.601,557.443,557.345,0.9997
mixed,4,1,0.25,4.0,256,2048,4096,16384,7168,489.571,1094.978,1094.176,0.9987
mixed,4,1,0.25,4.0,256,4096,128,512,224,290.721,291.585,289.537,-1.3704
mixed,4,1,0.25,4.0,256,4096,256,1024,448,290.241,291.744,291.265,0.6813
mixed,4,1,0.25,4.0,256,4096,512,2048,896,291.33,292.896,289.889,-0.9202
mixed,4,1,0.25,4.0,256,4096,1024,4096,1792,292.257,294.817,292.224,-0.0129
mixed,4,1,0.25,4.0,256,4096,2048,8192,3584,296.61,559.235,557.857,0.9948
mixed,4,1,0.25,4.0,256,4096,4096,16384,7168,490.465,1095.039,1094.306,0.9988
mixed,4,1,0.25,4.0,256,8192,128,512,224,558.594,559.426,561.952,4.0361
mixed,4,1,0.25,4.0,256,8192,256,1024,448,560.608,560.353,560.354,
mixed,4,1,0.25,4.0,256,8192,512,2048,896,560.259,558.911,558.53,
mixed,4,1,0.25,4.0,256,8192,1024,4096,1792,559.136,559.779,558.785,-0.5459
mixed,4,1,0.25,4.0,256,8192,2048,8192,3584,559.683,560.258,559.808,0.2174
mixed,4,1,0.25,4.0,256,8192,4096,16384,7168,561.089,1096.066,1095.043,0.9981
mixed,4,1,0.25,4.0,512,0,128,512,224,61.379,75.202,73.441,0.8726
mixed,4,1,0.25,4.0,512,0,256,1024,448,67.968,106.497,104.706,0.9535
mixed,4,1,0.25,4.0,512,0,512,2048,896,99.136,170.272,166.304,0.9442
mixed,4,1,0.25,4.0,512,0,1024,4096,1792,154.816,295.394,291.362,0.9713
mixed,4,1,0.25,4.0,512,0,2048,8192,3584,264.67,558.912,560.161,1.0042
mixed,4,1,0.25,4.0,512,0,4096,16384,7168,492.128,1101.604,1096.514,0.9916
mixed,4,1,0.25,4.0,512,512,128,512,224,93.634,104.512,94.688,0.0969
mixed,4,1,0.25,4.0,512,512,256,1024,448,95.04,142.079,120.13,0.5334
mixed,4,1,0.25,4.0,512,512,512,2048,896,133.409,204.929,198.688,0.9127
mixed,4,1,0.25,4.0,512,512,1024,4096,1792,188.96,330.113,325.085,0.9644
mixed,4,1,0.25,4.0,512,512,2048,8192,3584,298.594,578.335,571.936,0.9771
mixed,4,1,0.25,4.0,512,512,4096,16384,7168,516.575,1100.544,1099.744,0.9986
mixed,4,1,0.25,4.0,512,1024,128,512,224,126.561,128.225,126.112,-0.2698
mixed,4,1,0.25,4.0,512,1024,256,1024,448,127.392,173.633,127.104,-0.0062
mixed,4,1,0.25,4.0,512,1024,512,2048,896,155.2,239.233,200.257,0.5362
mixed,4,1,0.25,4.0,512,1024,1024,4096,1792,224.479,366.016,355.842,0.9281
mixed,4,1,0.25,4.0,512,1024,2048,8192,3584,333.218,617.058,605.761,0.9602
mixed,4,1,0.25,4.0,512,1024,4096,16384,7168,551.745,1108.482,1102.176,0.9887
mixed,4,1,0.25,4.0,512,2048,128,512,224,190.527,194.209,191.713,0.3221
mixed,4,1,0.25,4.0,512,2048,256,1024,448,193.186,195.585,193.184,-0.0008
mixed,4,1,0.25,4.0,512,2048,512,2048,896,194.593,303.777,201.695,0.065
mixed,4,1,0.25,4.0,512,2048,1024,4096,1792,270.881,431.842,359.232,0.5489
mixed,4,1,0.25,4.0,512,2048,2048,8192,3584,401.409,682.594,671.299,0.9598
mixed,4,1,0.25,4.0,512,2048,4096,16384,7168,618.239,1180.706,1167.554,0.9766
mixed,4,1,0.25,4.0,512,4096,128,512,224,320.481,321.664,319.267,-1.0262
mixed,4,1,0.25,4.0,512,4096,256,1024,448,319.489,324.385,321.086,0.3262
mixed,4,1,0.25,4.0,512,4096,512,2048,896,322.015,326.754,322.849,0.176
mixed,4,1,0.25,4.0,512,4096,1024,4096,1792,325.248,564.225,363.072,0.1583
mixed,4,1,0.25,4.0,512,4096,2048,8192,3584,501.507,815.778,677.698,0.5606
mixed,4,1,0.25,4.0,512,4096,4096,16384,7168,753.087,1312.803,1302.305,0.9812
mixed,4,1,0.25,4.0,512,8192,128,512,224,574.242,571.808,570.721,
mixed,4,1,0.25,4.0,512,8192,256,1024,448,576.386,576.768,573.441,-7.7094
mixed,4,1,0.25,4.0,512,8192,512,2048,896,574.593,576.768,575.969,0.6326
mixed,4,1,0.25,4.0,512,8192,1024,4096,1792,574.24,579.873,575.135,0.1589
mixed,4,1,0.25,4.0,512,8192,2048,8192,3584,584.096,1077.027,676.449,0.1874
mixed,4,1,0.25,4.0,512,8192,4096,16384,7168,948.928,1579.781,1301.601,0.559
mixed,4,1,0.25,4.0,1024,0,128,512,224,135.84,142.464,137.152,0.1981
mixed,4,1,0.25,4.0,1024,0,256,1024,448,140.16,161.761,146.817,0.3082
mixed,4,1,0.25,4.0,1024,0,512,2048,896,152.833,225.57,212.064,0.8143
mixed,4,1,0.25,4.0,1024,0,1024,4096,1792,208.83,350.72,343.776,0.9511
mixed,4,1,0.25,4.0,1024,0,2048,8192,3584,319.68,602.656,589.473,0.9534
mixed,4,1,0.25,4.0,1024,0,4096,16384,7168,539.682,1110.403,1104.705,0.99
mixed,4,1,0.25,4.0,1024,512,128,512,224,198.721,203.55,200.8,0.4305
mixed,4,1,0.25,4.0,1024,512,256,1024,448,203.456,210.209,204.927,0.2178
mixed,4,1,0.25,4.0,1024,512,512,2048,896,206.08,266.304,247.296,0.6844
mixed,4,1,0.25,4.0,1024,512,1024,4096,1792,251.263,393.059,372.544,0.8553
mixed,4,1,0.25,4.0,1024,512,2048,8192,3584,360.064,642.721,633.856,0.9686
mixed,4,1,0.25,4.0,1024,512,4096,16384,7168,579.329,1144.353,1135.875,0.985
mixed,4,1,0.25,4.0,1024,1024,128,512,224,261.535,262.817,263.456,1.4984
mixed,4,1,0.25,4.0,1024,1024,256,1024,448,263.425,267.681,264.193,0.1805
mixed,4,1,0.25,4.0,1024,1024,512,2048,896,266.688,301.824,279.52,0.3652
mixed,4,1,0.25,4.0,1024,1024,1024,4096,1792,286.881,429.25,405.984,0.8366
mixed,4,1,0.25,4.0,1024,1024,2048,8192,3584,396.194,676.898,667.617,0.9669
mixed,4,1,0.25,4.0,1024,1024,4096,16384,7168,614.721,1176.929,1167.584,0.9834
mixed,4,1,0.25,4.0,1024,2048,128,512,224,385.279,387.297,384.832,-0.2215
mixed,4,1,0.25,4.0,1024,2048,256,1024,448,387.424,388.512,387.199,-0.2068
mixed,4,1,0.25,4.0,1024,2048,512,2048,896,388.384,392.352,389.506,0.2828
mixed,4,1,0.25,4.0,1024,2048,1024,4096,1792,391.745,494.017,470.112,0.7663
mixed,4,1,0.25,4.0,1024,2048,2048,8192,3584,463.68,748.289,715.649,0.8853
mixed,4,1,0.25,4.0,1024,2048,4096,16384,7168,679.488,1240.834,1228.354,0.9778
mixed,4,1,0.25,4.0,1024,4096,128,512,224,629.12,633.025,631.777,0.6804
mixed,4,1,0.25,4.0,1024,4096,256,1024,448,632.672,633.345,632.097,-0.8544
mixed,4,1,0.25,4.0,1024,4096,512,2048,896,632.608,638.849,634.529,0.3078
mixed,4,1,0.25,4.0,1024,4096,1024,4096,1792,635.201,643.073,634.753,-0.0569
mixed,4,1,0.25,4.0,1024,4096,2048,8192,3584,637.985,876.674,849.953,0.8881
mixed,4,1,0.25,4.0,1024,4096,4096,16384,7168,812.962,1372.387,1343.489,0.9483
mixed,4,1,0.25,4.0,1024,8192,128,512,224,1121.539,1118.977,1120.549,
mixed,4,1,0.25,4.0,1024,8192,256,1024,448,1121.792,1121.858,1122.147,5.3788
mixed,4,1,0.25,4.0,1024,8192,512,2048,896,1123.553,1125.474,1123.267,-0.1489
mixed,4,1,0.25,4.0,1024,8192,1024,4096,1792,1123.234,1134.848,1120.321,-0.2508
mixed,4,1,0.25,4.0,1024,8192,2048,8192,3584,1122.976,1152.287,1137.408,0.4924
mixed,4,1,0.25,4.0,1024,8192,4096,16384,7168,1124.386,1628.45,1598.211,0.94
mixed,4,1,0.25,4.0,2048,0,128,512,224,335.486,343.297,339.775,0.5491
mixed,4,1,0.25,4.0,2048,0,256,1024,448,342.912,358.08,343.008,0.0063
mixed,4,1,0.25,4.0,2048,0,512,2048,896,352.769,387.712,358.018,0.1502
mixed,4,1,0.25,4.0,2048,0,1024,4096,1792,368.448,531.776,492.8,0.7614
mixed,4,1,0.25,4.0,2048,0,2048,8192,3584,502.112,781.248,750.912,0.8913
mixed,4,1,0.25,4.0,2048,0,4096,16384,7168,720.002,1280.003,1262.722,0.9691
mixed,4,1,0.25,4.0,2048,512,128,512,224,441.28,445.983,441.762,0.1025
mixed,4,1,0.25,4.0,2048,512,256,1024,448,444.096,458.08,444.641,0.039
mixed,4,1,0.25,4.0,2048,512,512,2048,896,456.832,478.047,455.073,-0.0829
mixed,4,1,0.25,4.0,2048,512,1024,4096,1792,472.065,611.968,569.888,0.6992
mixed,4,1,0.25,4.0,2048,512,2048,8192,3584,579.232,877.186,829.824,0.841
mixed,4,1,0.25,4.0,2048,512,4096,16384,7168,815.172,1366.401,1339.46,0.9511
mixed,4,1,0.25,4.0,2048,1024,128,512,224,539.585,547.394,539.873,0.0369
mixed,4,1,0.25,4.0,2048,1024,256,1024,448,543.521,558.21,546.754,0.2201
mixed,4,1,0.25,4.0,2048,1024,512,2048,896,555.426,576.672,554.242,-0.0557
mixed,4,1,0.25,4.0,2048,1024,1024,4096,1792,574.019,694.595,641.729,0.5616
mixed,4,1,0.25,4.0,2048,1024,2048,8192,3584,656.835,974.564,904.577,0.7797
mixed,4,1,0.25,4.0,2048,1024,4096,16384,7168,910.37,1470.596,1429.091,0.9259
mixed,4,1,0.25,4.0,2048,2048,128,512,224,722.914,735.745,730.783,0.6133
mixed,4,1,0.25,4.0,2048,2048,256,1024,448,731.203,752.418,732.959,0.0828
mixed,4,1,0.25,4.0,2048,2048,512,2048,896,746.083,781.794,743.843,-0.0627
mixed,4,1,0.25,4.0,2048,2048,1024,4096,1792,772.384,844.388,771.811,-0.008
mixed,4,1,0.25,4.0,2048,2048,2048,8192,3584,808.799,1135.298,1061.602,0.7743
mixed,4,1,0.25,4.0,2048,2048,4096,16384,7168,1075.139,1655.842,1583.684,0.8757
mixed,4,1,0.25,4.0,2048,4096,128,512,224,1090.785,1101.729,1098.465,0.7018
mixed,4,1,0.25,4.0,2048,4096,256,1024,448,1095.683,1114.434,1098.048,0.1261
mixed,4,1,0.25,4.0,2048,4096,512,2048,896,1110.754,1153.987,1110.85,0.0022
mixed,4,1,0.25,4.0,2048,4096,1024,4096,1792,1140.676,1270.594,1123.743,-0.1303
mixed,4,1,0.25,4.0,2048,4096,2048,8192,3584,1241.215,1465.25,1335.75,0.422
mixed,4,1,0.25,4.0,2048,4096,4096,16384,7168,1400.514,2022.724,1929.317,0.8499
mixed,4,1,0.25,4.0,2048,8192,128,512,224,1821.481,1834.85,1821.635,0.0115
mixed,4,1,0.25,4.0,2048,8192,256,1024,448,1827.11,1853.347,1823.874,-0.1233
mixed,4,1,0.25,4.0,2048,8192,512,2048,896,1840.773,1881.154,1840.995,0.0055
mixed,4,1,0.25,4.0,2048,8192,1024,4096,1792,1876.802,2000.934,1855.43,-0.1722
mixed,4,1,0.25,4.0,2048,8192,2048,8192,3584,1971.716,2252.42,1897.027,-0.2661
mixed,4,1,0.25,4.0,2048,8192,4096,16384,7168,2206.403,2708.678,2447.941,0.4809
pure,4,2,0.5,4.0,0,0,128,512,320,45.953,49.506,47.553,0.4503
pure,4,2,0.5,4.0,0,0,256,1024,640,51.488,58.817,53.378,0.2579
pure,4,2,0.5,4.0,0,0,512,2048,1280,64.926,80.067,67.683,0.1821
pure,4,2,0.5,4.0,0,0,1024,4096,2560,90.014,115.392,89.537,-0.0188
pure,4,2,0.5,4.0,0,0,2048,8192,5120,132.35,181.12,132.321,-0.0006
pure,4,2,0.5,4.0,0,0,4096,16384,10240,214.623,321.408,215.519,0.0084
mixed,4,2,0.5,4.0,16,0,128,512,320,37.696,51.712,51.872,1.0114
mixed,4,2,0.5,4.0,16,0,256,1024,640,59.967,84.641,84.16,0.9805
mixed,4,2,0.5,4.0,16,0,512,2048,1280,99.648,151.776,150.208,0.9699
mixed,4,2,0.5,4.0,16,0,1024,4096,2560,184.769,283.712,283.585,0.9987
